id;name;x;y
00740;HD 70642 b;549068.427666887;4602000.77810668
00741;HD 7199 b;417384.311680331;4509078.29288955
00742;HD 72659 b;428354.126463502;4477089.41266562
00106;CoRoT-9 b;470167.234929097;4488867.57454741
00107;DE0823-49 b;446609.039116598;4490669.50705372
00108;DH Tau b;393775.036277372;4540029.1521212
00109;DP Leo b;445849.764662491;4487524.6298757
00110;DW Lyn b;469189.319857998;4473109.07428134
00111;DW Uma b;287179.796778991;4715756.01285916
00112;EPIC 201295312 b;285663.455176046;4710564.54619056
00113;EPIC 201445392 c;438884.042109615;4478508.32864345
03060;Kepler-85 c;447852.455278823;4475991.02287774
03061;Kepler-85 d;432566.552635253;4397303.92117108
03062;Kepler-85 e;421034.491459346;4432434.45369184
03063;Kepler-850 b;440056.025731469;4486035.68858743
03064;Kepler-851 b;444635.33533172;4485090.20490717
03065;Kepler-852 b;437086.530153107;4483962.04815423
03066;Kepler-853 b;426784.789306012;4455944.9925742
03067;Kepler-854 b;448189.779754066;4480994.61731567
02441;Kepler-397 b;346858.079443813;4381014.83092764
02442;Kepler-397 c;459317.08140047;4425141.64158915
02443;Kepler-398 b;400847.238910301;4634050.71090351
02444;Kepler-398 c;337644.72624922;4555556.35697683
02445;Kepler-398 d;409244.308700028;4612567.53201434
02446;Kepler-399 b;299885.971178677;4589795.94397026
02447;Kepler-399 c;385108.728358068;4620808.63271603
02448;Kepler-399 d;325614.028347193;4600435.80537263
01820;Kepler-169 d;439523.400548902;4473497.78866776
01821;Kepler-169 e;277547.494889911;4566879.95761589
01822;Kepler-169 f;436773.35185617;4470791.50594086
01823;Kepler-17 b;424826.628107821;4469935.13836154
01824;Kepler-170 b;441058.097042114;4475056.18283502
01825;Kepler-170 c;445466.000712692;4472275.09794649
01826;Kepler-171 b;446580.163466381;4483710.5960799
01827;Kepler-171 c;445406.216710247;4469021.83627291
01203;Kepler-1181 b;444670.071503255;4597530.51332386
01204;Kepler-1182 b;438511.129982165;4467189.47576811
01205;Kepler-1183 b;476406.663572066;4442182.5521508
01206;Kepler-1184 b;376696.371715437;4579477.26488232
01207;Kepler-1185 b;406330.151189781;4532258.33769883
01208;Kepler-1186 b;432154.338971085;4548004.22425323
01209;Kepler-1187 b;434292.313806997;4476422.33660136
01210;Kepler-1188 b;432611.274167352;4468793.03396493
00569;HD 210277 b;423342.257565964;4599702.84340295
00570;HD 210702 b;390007.69035413;4524626.21982694
00571;HD 211847 b;539508.335326753;4585927.91200705
00572;HD 212301 b;422651.387557846;4570176.01853757
00573;HD 212771 b;392605.052493251;4527661.37955526
00574;HD 213240 b;463910.46764306;4454841.98148255
00575;HD 214823 b;435326.458193161;4469508.03008675
00576;HD 215152 b;459550.749385533;4458986.09834448
03516;WTS-1 b;434673.176686836;4475014.47928033
03517;WTS-2 b;434969.612155218;4475914.64629015
03518;Wolf 1061 b;493772.739361741;4431795.04231307
03519;Wolf 1061 c;438224.613776064;4639209.99236836
03520;Wolf 1061 d;436341.803799876;4477960.23081575
03521;XO-1 b;403665.662025583;4466790.69711254
03522;XO-2N b;459861.937096769;4469992.32235408
03523;XO-2S b;436807.506872532;4461265.73848389
02899;Kepler-732 b;356297.332558628;4613441.67759248
02900;Kepler-732 c;376345.481821926;4609086.8513574
02901;Kepler-733 b;448259.02760046;4501179.6440994
02902;Kepler-734 b;270815.494912924;4601253.10794806
02903;Kepler-735 b;442238.300350747;4450436.05107447
02904;Kepler-736 b;448503.751529441;4466199.39646499
02905;Kepler-737 b;444735.196058464;4466591.3631373
02906;Kepler-738 b;441619.884776758;4483951.38497697
02276;Kepler-33 d;452850.08531364;4478670.97263531
02277;Kepler-33 e;445131.967929504;4479163.16225234
02278;Kepler-33 f;451196.352677869;4468964.01289314
02279;Kepler-330 b;439103.756696594;4474231.91321552
02280;Kepler-330 c;363955.796826151;4600558.27109181
02281;Kepler-331 b;349678.205398877;4598355.31580241
02282;Kepler-331 c;451931.262091782;4481533.35826278
02283;Kepler-331 d;451368.695926076;4477028.52922389
01660;Kepler-1534 b;446467.783026903;4470524.64301784
01661;Kepler-1535 b;440361.708468093;4468859.77878687
01662;Kepler-1536 b;332733.304095795;4595194.97554213
01663;Kepler-1537 b;442953.227262951;4486667.24674264
01664;Kepler-1538 b;440232.011340761;4484642.98535944
01665;Kepler-1539 b;441412.151312345;4486121.16643104
01666;Kepler-154 b;449194.532182703;4476094.52822388
01667;Kepler-154 c;437503.184767954;4468849.69882748
01039;Kepler-106 c;379855.323092997;4591727.21271608
01040;Kepler-106 d;415622.033699984;4549049.65894287
01041;Kepler-106 e;435019.395623074;4462946.54544861
01042;Kepler-1060 b;457859.65817516;4487547.96552706
01043;Kepler-1061 b;564693.610163686;4654396.27768243
01044;Kepler-1062 b;543636.734528226;4613027.10894862
01045;Kepler-1063 b;543076.184336313;4628345.72491807
01046;Kepler-1064 b;564250.253585702;4625564.63913668
00403;HD 136352 b;414016.558910427;4506963.2402227
00404;HD 136352 c;372937.320861055;4572117.05584885
00405;HD 136352 d;556724.419478267;4636327.28883806
00406;HD 136418 b;559968.662748652;4560161.52795255
00407;HD 137388 b;434839.399103513;4460208.21271283
00408;HD 13808 b;299200.075813886;4552898.89690367
00409;HD 13808 c;423884.360382064;4542752.70240857
00410;HD 13908 b;390548.061851396;4574328.2372424
03356;TYC-3667-1280-1 b;441880.549245824;4481149.61081949
03357;TrES-1 ;283760.115139477;4566299.58064767
03358;TrES-2 ;265593.72033587;4665210.5663321
03359;TrES-3 ;448717.264033705;4469255.53669059
03360;TrES-4 ;441689.4042272;4473242.537915
03361;TrES-5 ;445901.129462242;4468510.39943614
03362;USco1602-2401 b;439900.28821772;4478747.49884234
03363;USco1610-1913 b;442537.521911865;4477387.01683651
02739;Kepler-603 c;408967.330747119;4629694.14263781
02740;Kepler-603 d;354460.058754563;4618391.43940283
02741;Kepler-604 b;356676.469954481;4608615.9800087
02742;Kepler-605 b;354794.685351807;4616627.2117839
02743;Kepler-605 c;378548.679674618;4589700.69796988
02744;Kepler-606 b;430922.953872141;4474671.97833134
02745;Kepler-607 b;299557.633846188;4629072.32996938
02746;Kepler-608 b;294786.940798616;4637761.22167359
02116;Kepler-272 c;347161.699542825;4577769.0451828
02117;Kepler-272 d;328671.691148474;4657335.06420013
02118;Kepler-273 b;319995.666937214;4646889.87277864
02119;Kepler-273 c;460790.538183429;4470204.35598124
02120;Kepler-274 b;435221.136001537;4491479.99259129
02121;Kepler-274 c;435204.152443921;4500637.78103638
02122;Kepler-275 b;423411.213050421;4445372.31788961
02123;Kepler-275 c;254587.118656593;4610817.89592005
01500;Kepler-1408 b;465727.05613682;4492228.82054378
01501;Kepler-1409 b;446556.9409851;4464423.7867281
01502;Kepler-141 b;433377.366834062;4459740.85962809
01503;Kepler-141 c;431910.144709863;4469483.2489117
01504;Kepler-1410 b;431619.362976411;4454227.55540842
01505;Kepler-1411 b;432301.330908753;4451160.67943855
01506;Kepler-1412 b;444889.077330755;4470143.97924425
01507;Kepler-1413 b;437604.61299286;4461528.54656922
00878;K2-17 b;263461.137354154;4502686.41806621
00879;K2-18 b;545261.428110889;4623439.7877453
00880;K2-19 b;468579.3395835;4458847.36693439
00881;K2-19 c;516710.714245477;4587489.52994909
00882;K2-19 d;390837.259657807;4575683.57006938
00883;K2-24 b;272119.72730444;4505293.86549763
00884;K2-24 c;412928.450659448;4518071.17878401
00885;K2-26 b;291094.938064486;4700047.25215841
00242;HAT-P-39 b;428294.827278248;4457888.24734315
00243;HAT-P-4 b;440250.224848804;4485315.74490472
00244;HAT-P-40 b;386438.145609391;4555274.57373612
00245;HAT-P-41 b;446841.681585767;4571169.57651762
00246;HAT-P-42 b;426804.801248934;4464887.61236236
00247;HAT-P-43 b;439863.672275479;4479776.76944684
00248;HAT-P-44 b;441591.671410194;4471242.20326138
00249;HAT-P-44 c;284378.871299413;4554875.46118795
03196;Kepler-953 b;274803.104832538;4670547.63978524
03197;Kepler-953 c;450090.414379995;4425589.49681043
03198;Kepler-954 b;442133.500282635;4482966.3774868
03199;Kepler-955 b;442524.682368254;4474731.38874118
03200;Kepler-956 b;538640.803534941;4718560.01285486
03201;Kepler-957 b;339226.330672747;4515042.32584723
03202;Kepler-958 b;429706.566731793;4475174.41874113
03203;Kepler-959 b;440666.091581065;4477598.15018471
02578;Kepler-487 c;357040.076685235;4602728.38186586
02579;Kepler-488 b;354510.508560663;4616067.76425373
02580;Kepler-489 b;337051.25085438;4621375.3462285
02581;Kepler-49 b;440577.1951926;4479053.7841361
02582;Kepler-49 c;441581.313894062;4486272.22937371
02583;Kepler-49 d;440394.273311549;4475478.76709067
02584;Kepler-49 e;435651.229004625;4476497.11597616
02585;Kepler-490 b;253508.788791745;4624830.05130181
01956;Kepler-218 b;492131.77182101;4411724.67816671
01957;Kepler-218 c;432989.77481572;4474523.02254755
01958;Kepler-218 d;448536.351227697;4480935.5633089
01959;Kepler-219 b;444895.670798655;4475267.68515367
01960;Kepler-219 c;436393.484152718;4464804.96278201
01961;Kepler-219 d;431213.65477544;4469048.82381439
01962;Kepler-22 b;437475.311157681;4477965.71673395
01963;Kepler-220 b;439834.760800557;4490591.570828
01340;Kepler-1289 b;357517.347066062;4613725.09072793
01341;Kepler-129 b;355624.032191425;4611089.17963344
01342;Kepler-129 c;358232.433113564;4608470.78692626
01343;Kepler-1290 b;356403.863396069;4599419.58947221
01344;Kepler-1291 b;357362.314870979;4613679.79576797
01345;Kepler-1292 b;354057.718811458;4604553.73189625
01346;Kepler-1293 b;357320.998454631;4615838.72225868
01347;Kepler-1294 b;436330.226447771;4464209.69146366
00711;HD 51608 b;376491.134127265;4546290.16919488
00712;HD 51608 c;386227.798937385;4546971.07073208
00713;HD 52265 b;293695.999605327;4724919.74328442
00714;HD 52265 c;448193.34932756;4593201.96956571
00715;HD 5319 b;429971.777695991;4555081.76455062
00716;HD 5319 c;425724.730094062;4463380.77136786
00717;HD 5583 b;576854.433846853;4696471.06993994
00718;HD 5608 b;385577.335899064;4521502.57305855
00081;CoRoT-15 b;442347.030416189;4478949.19404701
00082;CoRoT-16 b;441352.661958307;4471982.04208139
00083;CoRoT-17 b;276103.700721955;4536433.73410614
00084;CoRoT-18 b;276252.014277569;4532735.28742285
00085;CoRoT-19 b;263743.763069816;4486498.44837811
00086;CoRoT-2 b;255584.407838529;4546767.72696777
00087;CoRoT-20 b;440852.503963145;4469090.72854502
00088;CoRoT-21 b;470020.027826402;4490858.25265779
03036;Kepler-832 b;426778.14165917;4474931.55921469
03037;Kepler-833 b;437272.227438384;4478250.33511582
03038;Kepler-834 b;277942.450636185;4579831.93248895
03039;Kepler-835 b;271844.554274057;4597980.75029267
03040;Kepler-836 b;264321.839569269;4658151.21034395
03041;Kepler-837 b;434272.22347232;4466699.36888021
03042;Kepler-838 b;444450.724591053;4460457.52061389
03043;Kepler-839 b;441865.842954209;4482729.77465587
02416;Kepler-385 b;360078.793000051;4610250.67462702
02417;Kepler-385 c;259484.4281506;4639882.72471923
02418;Kepler-386 b;463404.982443375;4434508.12122762
02419;Kepler-386 c;355475.175930595;4613071.60328996
02420;Kepler-387 b;337332.922249562;4663316.79268606
02421;Kepler-387 c;345363.205720543;4604645.55931502
02422;Kepler-388 b;410198.558076392;4440803.32884838
02423;Kepler-388 c;441913.327051122;4464866.32701069
01796;Kepler-164 d;441685.877714872;4484508.74794076
01797;Kepler-1640 b;307947.285724509;4657128.14348519
01798;Kepler-1641 b;306542.756638468;4422173.75421005
01799;Kepler-1641 c;412569.42239432;4409214.59984639
01800;Kepler-1642 b;333196.025456909;4408226.85082152
01801;Kepler-1642 c;438687.711043727;4478370.61439956
01802;Kepler-1643 b;309150.007627525;4626131.95342648
01803;Kepler-1644 b;448383.802850634;4471216.08289657
01179;Kepler-1161 b;476553.149780323;4456181.00059334
01180;Kepler-1162 b;440846.051786367;4465830.38416864
01181;Kepler-1163 b;440786.702039151;4470798.69406118
01182;Kepler-1164 b;453787.875598008;4587732.8205726
